Survived,Pclass,Sex,Age,Fare,Embarked,FamilySize,Alone
0.0,3.0,0,21.0,7.75,Queenstown,0,1
0.0,3.0,0,28.625,7.6292,Queenstown,0,1
0.0,3.0,0,37.0,9.5875,Southampton,0,1
1.0,1.0,0,16.0,86.5,Southampton,0,1
0.0,1.0,1,30.75,108.9,Cheltenham,1,0
1.0,2.0,0,33.0,26.0,Southampton,2,0
1.0,1.0,1,41.5,26.55,Southampton,0,1
0.0,3.0,1,28.0,22.525,Southampton,0,1
1.0,3.0,1,26.0,56.4958,Southampton,0,1
1.0,3.0,1,29.0,7.75,Queenstown,0,1
0.0,3.0,1,25.375,8.05,Southampton,0,1
1.0,1.0,1,36.0,26.2875,Southampton,0,1
1.0,1.0,0,54.0,59.4,Cheltenham,1,0
0.0,3.0,1,35.5,7.4958,Southampton,0,1
0.0,1.0,1,55.25,34.0208,Southampton,0,1
1.0,2.0,0,34.0,10.5,Southampton,0,1
0.0,3.0,1,32.25,24.15,Queenstown,0,1
1.0,2.0,0,36.0,26.0,Southampton,1,0
0.0,3.0,1,29.0,7.8958,Southampton,0,1
1.0,1.0,0,30.0,93.5,Southampton,0,1
0.0,3.0,1,22.0,7.8958,Southampton,0,1
0.0,3.0,1,31.375,7.225,Cheltenham,0,1
1.0,1.0,0,44.0,57.9792,Cheltenham,1,0
0.0,3.0,1,21.0,7.2292,Cheltenham,0,1
0.0,3.0,1,40.5,7.75,Queenstown,0,1
1.0,2.0,0,50.0,10.5,Southampton,0,1
0.0,1.0,1,30.75,221.7792,Southampton,0,1
0.0,3.0,1,29.5,7.925,Southampton,0,1
0.0,2.0,1,23.0,11.5,Southampton,3,0
1.0,2.0,0,2.0,26.0,Southampton,2,0
0.0,3.0,1,21.0,7.2292,Cheltenham,0,1
0.0,3.0,1,17.0,7.2292,Cheltenham,2,0
1.0,3.0,0,26.0,22.3583,Cheltenham,2,0
0.0,3.0,0,30.0,8.6625,Southampton,0,1
1.0,2.0,0,7.0,26.25,Southampton,2,0
0.0,1.0,1,45.0,26.55,Southampton,0,1
1.0,1.0,0,30.0,106.425,Cheltenham,0,1
0.0,3.0,1,31.625,14.5,Southampton,0,1
1.0,1.0,0,40.0,49.5,Cheltenham,2,0
1.0,1.0,0,36.0,71.0,Southampton,2,0
0.0,3.0,0,9.0,31.275,Southampton,6,0
0.0,3.0,0,11.0,31.275,Southampton,6,0
1.0,2.0,1,32.0,26.0,Southampton,1,0
0.0,1.0,1,50.0,106.425,Cheltenham,1,0
0.0,1.0,1,64.0,26.0,Southampton,0,1
1.0,2.0,0,32.75,26.0,Southampton,1,0
1.0,2.0,1,24.1675,13.8625,Cheltenham,0,1
0.0,3.0,1,33.0,20.525,Southampton,2,0
1.0,2.0,1,8.0,36.75,Southampton,2,0
1.0,1.0,1,17.0,110.8833,Cheltenham,2,0
0.0,2.0,1,27.0,26.0,Southampton,0,1
0.0,3.0,1,29.25,7.8292,Queenstown,0,1
1.0,3.0,1,22.0,7.225,Cheltenham,0,1
1.0,3.0,0,22.0,7.775,Southampton,0,1
0.0,1.0,1,62.0,26.55,Southampton,0,1
1.0,1.0,0,14.25,39.6,Cheltenham,1,0
0.0,1.0,1,30.75,227.525,Cheltenham,0,1
1.0,1.0,0,39.0,79.65,Southampton,2,0
1.0,3.0,0,36.0,17.4,Southampton,1,0
0.0,3.0,1,43.5,7.75,Queenstown,0,1
0.0,3.0,1,40.0,7.8958,Southampton,0,1
0.0,2.0,1,41.5,13.5,Southampton,0,1
0.0,3.0,1,25.375,8.05,Southampton,0,1
0.0,3.0,0,24.25,8.05,Southampton,0,1
0.0,3.0,1,24.0,24.15,Southampton,2,0
0.0,3.0,1,19.0,7.8958,Southampton,0,1
0.0,3.0,0,29.0,21.075,Southampton,4,0
0.0,3.0,1,21.0,7.2292,Cheltenham,0,1
1.0,3.0,1,32.0,7.8542,Southampton,0,1
1.0,2.0,1,62.0,10.5,Southampton,0,1
1.0,1.0,0,53.0,51.4792,Southampton,2,0
1.0,1.0,1,36.0,26.3875,Southampton,0,1
1.0,3.0,0,20.5,7.75,Queenstown,0,1
0.0,3.0,1,16.0,8.05,Southampton,0,1
0.0,3.0,1,19.0,14.5,Southampton,0,1
1.0,2.0,0,36.5,13.0,Southampton,0,1
1.0,1.0,0,39.0,55.9,Southampton,1,0
0.0,3.0,0,27.0,14.4583,Cheltenham,1,0
1.0,3.0,1,32.0,7.925,Southampton,0,1
1.0,2.0,0,25.0,30.0,Southampton,2,0
1.0,1.0,0,39.0,110.8833,Cheltenham,2,0
0.0,2.0,1,54.0,26.0,Southampton,0,1
0.0,1.0,1,36.0,40.125,Cheltenham,0,1
0.0,3.0,1,18.75,8.7125,Cheltenham,0,1
1.0,1.0,0,18.0,79.65,Southampton,2,0
0.0,2.0,1,30.625,15.0,Southampton,0,1
1.0,1.0,1,31.0,79.2,Cheltenham,2,0
0.0,3.0,1,25.375,8.05,Southampton,0,1
0.0,3.0,1,25.375,8.05,Southampton,0,1
0.0,3.0,1,34.5,7.125,Southampton,0,1
1.0,1.0,0,52.0,78.2667,Cheltenham,1,0
0.0,3.0,1,22.125,7.25,Southampton,0,1
0.0,3.0,0,28.625,7.75,Queenstown,2,0
0.0,2.0,1,37.0,26.0,Southampton,1,0
0.0,3.0,1,36.0,24.15,Southampton,2,0
1.0,2.0,0,32.25,33.0,Southampton,0,1
0.0,3.0,1,30.25,0.0,Southampton,0,1
0.0,3.0,1,31.375,7.225,Cheltenham,0,1
1.0,1.0,1,29.25,56.9292,Cheltenham,1,0
1.0,2.0,0,23.5,27.0,Southampton,3,0
0.0,3.0,1,29.0,7.8958,Southampton,0,1
0.0,1.0,1,21.5,42.4,Southampton,0,1
0.0,3.0,1,25.375,8.05,Southampton,0,1
1.0,1.0,1,41.5,26.55,Cheltenham,0,1
0.0,3.0,1,36.0,15.55,Southampton,1,0
0.0,3.0,1,30.0,7.8958,Southampton,0,1
1.0,1.0,1,27.0,30.5,Southampton,0,1
1.0,2.0,0,22.0,41.5792,Cheltenham,3,0
1.0,1.0,0,40.0,153.4625,Southampton,0,1
0.0,3.0,0,7.0,31.275,Southampton,6,0
0.0,3.0,1,29.25,7.05,Southampton,0,1
1.0,3.0,0,21.75,15.5,Queenstown,1,0
0.0,3.0,1,43.5,7.75,Queenstown,0,1
0.0,3.0,1,35.0,8.05,Southampton,0,1
1.0,2.0,0,24.0,65.0,Southampton,3,0
0.0,3.0,1,31.625,14.4,Southampton,2,0
0.0,3.0,0,26.0,16.1,Southampton,1,0
1.0,2.0,0,4.0,39.0,Southampton,3,0
0.0,2.0,1,26.0,10.5,Southampton,0,1
0.0,3.0,1,31.625,14.4542,Cheltenham,1,0
1.0,1.0,1,42.0,52.5542,Southampton,1,0
1.0,3.0,1,20.0,15.7417,Cheltenham,2,0
0.0,3.0,1,21.0,7.8542,Southampton,0,1
0.0,3.0,1,21.0,16.1,Southampton,0,1
0.0,1.0,1,61.0,32.3208,Southampton,0,1
0.0,2.0,1,57.0,12.35,Queenstown,0,1
1.0,1.0,0,21.0,77.9583,Southampton,0,1
0.0,3.0,1,29.0,7.8958,Southampton,0,1
0.0,3.0,1,31.125,7.7333,Queenstown,0,1
1.0,1.0,1,80.0,30.0,Southampton,0,1
0.0,3.0,1,51.0,7.0542,Southampton,0,1
1.0,1.0,1,32.0,30.5,Cheltenham,0,1
0.0,1.0,1,34.0,0.0,Southampton,0,1
0.0,3.0,0,14.0,27.9,Southampton,5,0
1.0,2.0,0,28.0,13.0,Southampton,0,1
0.0,3.0,1,32.0,7.925,Southampton,0,1
0.0,2.0,1,31.0,26.25,Southampton,2,0
0.0,3.0,0,41.0,39.6875,Southampton,5,0
0.0,3.0,1,31.625,16.1,Southampton,1,0
0.0,3.0,1,29.25,7.8542,Southampton,0,1
1.0,1.0,0,24.0,69.3,Cheltenham,0,1
0.0,3.0,0,2.0,27.9,Southampton,5,0
1.0,3.0,1,29.5,56.4958,Southampton,0,1
1.0,3.0,0,16.1875,19.2583,Cheltenham,3,0
1.0,1.0,1,48.0,76.7292,Cheltenham,1,0
0.0,3.0,1,19.0,7.8958,Southampton,0,1
1.0,1.0,1,56.0,35.5,Cheltenham,0,1
0.0,3.0,1,29.75,7.55,Southampton,0,1
1.0,3.0,0,23.0,7.55,Southampton,0,1
0.0,3.0,1,29.0,7.8958,Southampton,0,1
1.0,2.0,0,18.0,23.0,Southampton,1,0
0.0,3.0,1,21.0,8.4333,Southampton,0,1
1.0,3.0,0,21.5,7.8292,Queenstown,0,1
0.0,3.0,0,18.0,6.75,Queenstown,0,1
0.0,2.0,1,42.25,73.5,Southampton,2,0
0.0,3.0,1,29.0,7.8958,Southampton,0,1
0.0,3.0,0,32.0,15.5,Queenstown,2,0
0.0,2.0,1,23.0,13.0,Southampton,0,1
0.0,1.0,1,58.0,113.275,Cheltenham,2,0
1.0,1.0,1,50.0,133.65,Southampton,2,0
0.0,3.0,1,40.0,7.225,Cheltenham,0,1
0.0,1.0,1,47.0,25.5875,Southampton,0,1
0.0,3.0,1,36.0,7.4958,Southampton,0,1
1.0,3.0,1,34.0,7.925,Southampton,1,0
0.0,2.0,1,42.25,73.5,Southampton,2,0
0.0,2.0,1,25.0,13.0,Southampton,0,1
0.0,3.0,1,35.0,7.775,Southampton,0,1
0.0,3.0,1,25.375,8.05,Southampton,0,1
1.0,1.0,0,45.75,52.0,Southampton,1,0
1.0,2.0,0,20.25,39.0,Southampton,2,0
0.0,1.0,1,31.0,52.0,Southampton,1,0
0.0,2.0,1,34.5,10.5,Southampton,0,1
1.0,2.0,1,31.0,13.0,Southampton,0,1
0.0,2.0,1,34.0,0.0,Southampton,0,1
0.0,3.0,1,18.0,7.775,Southampton,0,1
0.0,3.0,1,25.375,8.05,Southampton,0,1
1.0,3.0,0,18.0,9.8417,Southampton,0,1
0.0,3.0,0,43.0,46.9,Southampton,7,0
1.0,1.0,1,36.0,512.3292,Cheltenham,1,0
0.0,3.0,0,24.25,8.1375,Queenstown,0,1
1.0,1.0,1,27.0,76.7292,Cheltenham,0,1
0.0,3.0,1,27.0,9.225,Southampton,0,1
0.0,3.0,1,14.0,46.9,Southampton,7,0
0.0,2.0,1,60.0,39.0,Southampton,2,0
0.0,2.0,1,25.0,41.5792,Cheltenham,3,0
0.0,3.0,1,14.0,39.6875,Southampton,5,0
0.0,3.0,1,19.0,10.1708,Southampton,0,1
0.0,3.0,1,18.0,7.7958,Southampton,0,1
1.0,1.0,0,30.75,211.3375,Southampton,1,0
1.0,1.0,1,31.0,57.0,Southampton,1,0
1.0,3.0,0,4.0,13.4167,Cheltenham,1,0
1.0,3.0,1,29.5,56.4958,Southampton,0,1
0.0,3.0,1,25.0,7.225,Cheltenham,0,1
0.0,1.0,1,56.25,26.55,Southampton,0,1
0.0,2.0,1,52.0,13.5,Southampton,0,1
0.0,3.0,1,44.0,8.05,Southampton,0,1
1.0,3.0,0,20.5,7.7333,Queenstown,0,1
0.0,1.0,1,32.75,110.8833,Cheltenham,2,0
0.0,3.0,1,42.0,7.65,Southampton,0,1
1.0,1.0,0,18.0,227.525,Cheltenham,1,0
1.0,1.0,1,37.0,26.2875,Southampton,0,1
0.0,3.0,0,18.0,14.4542,Cheltenham,1,0
0.0,3.0,1,54.375,7.7417,Queenstown,0,1
0.0,3.0,1,29.25,7.8542,Southampton,1,0
0.0,2.0,1,39.0,26.0,Southampton,0,1
1.0,2.0,0,45.0,13.5,Southampton,0,1
1.0,1.0,1,42.0,26.2875,Southampton,0,1
1.0,1.0,0,22.0,151.55,Southampton,0,1
1.0,3.0,1,15.25,15.2458,Cheltenham,2,0
1.0,1.0,0,24.0,49.5042,Cheltenham,0,1
0.0,1.0,1,56.25,26.55,Southampton,0,1
1.0,1.0,1,48.0,52.0,Southampton,1,0
0.0,3.0,1,29.0,9.4833,Southampton,0,1
0.0,2.0,1,52.0,13.0,Southampton,0,1
0.0,3.0,1,19.0,7.65,Southampton,0,1
1.0,1.0,0,38.0,227.525,Cheltenham,0,1
1.0,2.0,0,27.0,10.5,Southampton,0,1
0.0,3.0,1,33.125,15.5,Queenstown,0,1
0.0,3.0,1,33.0,7.775,Southampton,0,1
1.0,2.0,0,6.0,33.0,Southampton,1,0
0.0,3.0,1,30.0,7.0542,Southampton,1,0
0.0,2.0,1,27.25,13.0,Southampton,0,1
0.0,2.0,1,50.0,13.0,Southampton,0,1
1.0,1.0,1,27.0,53.1,Southampton,1,0
0.0,3.0,1,20.0,8.6625,Southampton,0,1
1.0,2.0,0,32.0,21.0,Southampton,3,0
1.0,3.0,0,20.5,7.7375,Queenstown,0,1
0.0,2.0,1,25.0,26.0,Southampton,1,0
0.0,3.0,0,24.25,7.925,Southampton,1,0
1.0,1.0,0,30.75,211.3375,Southampton,0,1
0.0,3.0,1,11.0,18.7875,Cheltenham,0,1
0.0,2.0,1,34.0,0.0,Southampton,0,1
0.0,2.0,1,23.0,13.0,Southampton,0,1
0.0,2.0,1,23.0,13.0,Southampton,0,1
0.0,3.0,1,28.5,16.1,Southampton,0,1
0.0,3.0,0,48.0,34.375,Southampton,4,0
1.0,1.0,1,35.0,512.3292,Cheltenham,0,1
0.0,3.0,1,29.0,7.8958,Southampton,0,1
0.0,3.0,1,29.0,7.8958,Southampton,0,1
1.0,1.0,1,41.25,30.0,Southampton,0,1
0.0,1.0,1,36.0,78.85,Southampton,1,0
1.0,1.0,0,21.0,262.375,Cheltenham,4,0
0.0,3.0,1,24.0,16.1,Southampton,1,0
1.0,3.0,1,31.0,7.925,Southampton,0,1
0.0,1.0,1,70.0,71.0,Southampton,2,0
0.0,3.0,1,16.0,20.25,Southampton,2,0
1.0,2.0,0,30.0,13.0,Southampton,0,1
0.0,1.0,1,19.0,53.1,Southampton,1,0
0.0,3.0,1,31.0,7.75,Queenstown,0,1
1.0,2.0,0,26.5,23.0,Southampton,2,0
1.0,3.0,1,6.0,12.475,Southampton,1,0
0.0,3.0,1,33.0,9.5,Southampton,0,1
0.0,3.0,1,23.0,7.8958,Southampton,0,1
1.0,2.0,0,24.5,65.0,Southampton,3,0
1.0,2.0,1,0.67,14.5,Southampton,2,0
0.0,3.0,1,28.0,7.7958,Southampton,0,1
0.0,2.0,1,18.0,11.5,Southampton,0,1
0.0,3.0,1,34.0,8.05,Southampton,0,1
1.0,1.0,0,33.0,86.5,Southampton,0,1
0.0,3.0,1,31.625,14.5,Southampton,0,1
0.0,3.0,1,41.0,7.125,Southampton,0,1
1.0,3.0,1,20.0,7.2292,Cheltenham,0,1
1.0,1.0,0,36.0,120.0,Southampton,3,0
0.0,3.0,1,35.0,7.775,Southampton,0,1
1.0,1.0,0,51.0,77.9583,Southampton,1,0
0.0,1.0,1,39.75,39.6,Cheltenham,0,1
0.0,3.0,0,30.5,7.75,Queenstown,0,1
0.0,3.0,1,32.25,24.15,Queenstown,1,0
0.0,3.0,1,32.0,8.3625,Southampton,0,1
0.0,3.0,1,27.25,9.5,Southampton,0,1
0.0,3.0,1,48.0,7.8542,Southampton,0,1
0.0,2.0,0,34.0,10.5,Southampton,0,1
0.0,3.0,1,31.375,7.225,Cheltenham,0,1
1.0,2.0,0,54.0,23.0,Southampton,4,0
0.0,3.0,1,43.5,7.75,Southampton,0,1
0.0,3.0,1,43.5,7.75,Queenstown,0,1
1.0,3.0,0,5.0,12.475,Southampton,0,1
0.0,3.0,1,31.125,7.7375,Queenstown,0,1
1.0,1.0,0,43.0,211.3375,Southampton,1,0
1.0,3.0,0,13.0,7.2292,Cheltenham,0,1
1.0,1.0,0,17.0,57.0,Southampton,1,0
0.0,1.0,1,29.0,30.0,Southampton,0,1
0.0,3.0,1,31.75,23.45,Southampton,3,0
0.0,3.0,1,29.25,7.05,Southampton,0,1
0.0,3.0,1,25.0,7.25,Southampton,0,1
1.0,3.0,0,18.0,7.4958,Southampton,0,1
0.0,3.0,1,8.0,29.125,Queenstown,5,0
1.0,3.0,1,1.0,20.575,Southampton,3,0
0.0,1.0,1,46.0,79.2,Cheltenham,0,1
0.0,3.0,1,43.5,7.75,Queenstown,0,1
0.0,2.0,1,16.0,26.0,Southampton,0,1
0.0,3.0,0,42.0,69.55,Southampton,10,0
0.0,1.0,1,49.5,30.6958,Cheltenham,0,1
0.0,3.0,1,29.0,7.8958,Southampton,0,1
0.0,2.0,1,39.0,13.0,Southampton,0,1
1.0,1.0,0,49.0,25.9292,Southampton,0,1
1.0,3.0,0,31.0,8.6833,Southampton,0,1
0.0,3.0,1,30.0,7.2292,Cheltenham,0,1
0.0,3.0,0,30.0,24.15,Southampton,2,0
0.0,2.0,1,34.0,13.0,Southampton,0,1
1.0,2.0,0,22.25,26.25,Southampton,2,0
1.0,1.0,1,11.0,120.0,Southampton,3,0
1.0,3.0,1,0.42,8.5167,Cheltenham,1,0
1.0,3.0,1,27.0,6.975,Southampton,0,1
0.0,3.0,1,31.0,7.775,Southampton,0,1
0.0,1.0,1,39.0,0.0,Southampton,0,1
0.0,3.0,0,18.0,7.775,Southampton,0,1
0.0,2.0,1,39.0,13.0,Southampton,0,1
1.0,1.0,0,36.0,53.1,Southampton,1,0
0.0,3.0,1,26.0,7.8875,Southampton,0,1
0.0,3.0,1,39.0,24.15,Southampton,0,1
0.0,2.0,1,34.5,10.5,Southampton,0,1
0.0,3.0,0,6.0,31.275,Southampton,6,0
0.0,3.0,1,30.5,8.05,Southampton,0,1
0.0,1.0,1,34.0,0.0,Southampton,0,1
0.0,3.0,0,23.0,7.925,Southampton,0,1
0.0,2.0,1,31.0,37.0042,Cheltenham,2,0
0.0,3.0,1,39.875,6.45,Southampton,0,1
0.0,3.0,1,10.0,27.9,Southampton,5,0
1.0,1.0,0,52.0,93.5,Southampton,2,0
1.0,3.0,1,19.855,8.6625,Southampton,0,1
0.0,1.0,1,38.0,0.0,Southampton,0,1
1.0,3.0,0,27.0,12.475,Southampton,1,0
0.0,3.0,1,2.0,39.6875,Southampton,5,0
0.0,3.0,1,32.25,6.95,Queenstown,0,1
0.0,3.0,1,29.5,56.4958,Southampton,0,1
1.0,2.0,1,1.0,37.0042,Cheltenham,2,0
1.0,3.0,1,25.5,7.75,Queenstown,0,1
1.0,1.0,0,62.0,80.0,,0,1
1.0,3.0,0,15.0,14.4542,Cheltenham,1,0
1.0,2.0,1,0.83,18.75,Southampton,2,0
0.0,3.0,1,21.0,7.2292,Cheltenham,0,1
0.0,3.0,1,29.25,7.8542,Southampton,0,1
0.0,3.0,1,18.0,8.3,Southampton,0,1
1.0,1.0,0,39.0,83.1583,Cheltenham,2,0
0.0,3.0,1,21.0,8.6625,Southampton,0,1
0.0,3.0,1,25.375,8.05,Southampton,0,1
1.0,3.0,1,32.0,56.4958,Southampton,0,1
1.0,1.0,1,41.25,29.7,Cheltenham,0,1
0.0,3.0,1,29.5,7.925,Southampton,0,1
0.0,2.0,1,16.0,10.5,Southampton,0,1
1.0,1.0,0,23.0,31.0,Cheltenham,0,1
0.0,3.0,1,34.5,6.4375,Cheltenham,0,1
0.0,3.0,1,24.0,8.6625,Southampton,0,1
0.0,3.0,1,42.0,7.55,Southampton,0,1
0.0,3.0,1,42.0,69.55,Southampton,10,0
0.0,3.0,1,35.0,7.8958,Cheltenham,0,1
0.0,2.0,1,28.0,33.0,Southampton,1,0
1.0,1.0,0,41.0,89.1042,Cheltenham,1,0
0.0,3.0,1,15.75,31.275,Southampton,6,0
0.0,3.0,1,74.0,7.775,Southampton,0,1
0.0,3.0,0,9.0,15.2458,Cheltenham,2,0
1.0,1.0,0,16.0,39.4,Southampton,1,0
0.0,2.0,0,44.0,26.0,Southampton,1,0
1.0,3.0,0,35.25,9.35,Southampton,1,0
1.0,1.0,0,30.23,164.8667,Southampton,2,0
1.0,1.0,1,51.0,26.55,Southampton,0,1
1.0,3.0,0,24.0,19.2583,Cheltenham,3,0
0.0,3.0,1,21.0,7.2292,Cheltenham,0,1
0.0,3.0,1,41.0,14.1083,Southampton,2,0
0.0,2.0,1,21.0,11.5,Southampton,1,0
1.0,1.0,0,48.0,25.9292,Southampton,0,1
0.0,3.0,0,42.0,69.55,Southampton,10,0
0.0,2.0,1,24.0,13.0,Southampton,0,1
1.0,2.0,0,42.0,13.0,Southampton,0,1
1.0,2.0,0,30.0,13.8583,Cheltenham,1,0
0.0,1.0,1,43.25,50.4958,Southampton,0,1
0.0,3.0,1,27.25,9.5,Southampton,0,1
1.0,3.0,1,4.0,11.1333,Southampton,2,0
0.0,3.0,1,26.0,7.8958,Southampton,0,1
1.0,1.0,0,47.0,52.5542,Southampton,2,0
0.0,1.0,1,33.0,5.0,Southampton,0,1
0.0,3.0,1,47.0,9.0,Southampton,0,1
1.0,2.0,0,33.0,24.0,Cheltenham,1,0
1.0,3.0,0,19.0,7.225,Cheltenham,0,1
0.0,3.0,1,20.0,9.8458,Southampton,0,1
0.0,3.0,1,19.0,7.8958,Southampton,0,1
0.0,3.0,1,29.0,7.8958,Southampton,0,1
1.0,1.0,0,56.0,83.1583,Cheltenham,1,0
1.0,2.0,0,25.0,26.0,Southampton,1,0
0.0,3.0,1,33.0,7.8958,Southampton,0,1
0.0,3.0,0,23.0,10.5167,Southampton,0,1
0.0,2.0,1,34.5,10.5,Southampton,0,1
0.0,3.0,1,25.0,7.05,Southampton,0,1
0.0,3.0,0,4.75,29.125,Queenstown,5,0
0.0,2.0,1,27.0,13.0,Southampton,0,1
1.0,1.0,0,19.0,30.0,Southampton,0,1
0.0,3.0,0,25.75,23.45,Southampton,3,0
1.0,1.0,1,26.0,30.0,Cheltenham,0,1
0.0,3.0,1,32.0,7.75,Queenstown,0,1
